PWSID,STG2_MCL,Adv.Treat,Chloramines,Bromide_ppb,TOC_ppm,Impaired.Source
GA0770002,No Violation,FALSE,FALSE,25.6,2.475,FALSE
GA0770042,No Violation,FALSE,FALSE,5.903,2.3738,FALSE
GA0810001,No Violation,FALSE,FALSE,0,0,FALSE
GA0830000,No Violation,FALSE,FALSE,0,0.965,FALSE
GA0850007,No Violation,FALSE,FALSE,0,0,FALSE
GA0870001,No Violation,FALSE,FALSE,25.45,0,FALSE
GA0890001,No Violation,FALSE,FALSE,0,2.935625,FALSE
GA0950000,No Violation,FALSE,FALSE,6.21,0,FALSE
GA0950035,No Violation,FALSE,FALSE,7.166666667,0,FALSE
GA0970000,No Violation,FALSE,FALSE,0,2.2275,FALSE
GA0990000,No Violation,FALSE,FALSE,33.16666667,0,FALSE
GA1030147,No Violation,FALSE,FALSE,23.1905,0,FALSE
GA1130001,No Violation,FALSE,FALSE,10.8125,3.36,FALSE
GA1130003,No Violation,,,,,
GA1150000,No Violation,FALSE,FALSE,0,0,FALSE
GA1150001,No Violation,FALSE,FALSE,6.35,2.1875,FALSE
GA1150002,No Violation,FALSE,FALSE,15.25,2.2625,FALSE
GA1170000,No Violation,FALSE,FALSE,0,1.5875,FALSE
GA1170050,No Violation,,,0,1.52,FALSE
GA1210001,Violation,,,20.7375,2.1325,FALSE
GA1210002,No Violation,FALSE,FALSE,,,
GA1210003,No Violation,FALSE,FALSE,25.625,2.4525,FALSE
GA1210004,No Violation,,,,,
GA1210005,No Violation,FALSE,FALSE,,,
GA1210009,No Violation,FALSE,FALSE,23.12325,2.73885,FALSE
GA1210010,No Violation,,,,,
GA1230000,No Violation,FALSE,FALSE,0,1.29,FALSE
GA1270000,No Violation,FALSE,FALSE,199.0833333,0,FALSE
GA1270001,No Violation,FALSE,FALSE,85.8,0,FALSE
GA1270187,Uncertain (No TTHM Data),FALSE,FALSE,30.48,1.46345,FALSE
GA1290000,No Violation,FALSE,FALSE,0,0.483333333,FALSE
GA1350004,No Violation,FALSE,FALSE,0,1.0875,FALSE
GA1350005,No Violation,FALSE,FALSE,,,
GA1350006,No Violation,FALSE,FALSE,,,
GA1370004,No Violation,FALSE,FALSE,,,
GA1390001,No Violation,FALSE,FALSE,0,1.14875,FALSE
GA1430000,No Violation,FALSE,FALSE,0,2.8464,FALSE
GA1430007,Violation,,FALSE,0,2.97,FALSE
GA1450011,No Violation,FALSE,FALSE,21.75,2.2025,FALSE
GA1510001,No Violation,FALSE,FALSE,17.7375,3.10875,FALSE
GA1510002,No Violation,FALSE,FALSE,7.813875,0,FALSE
GA1530006,No Violation,FALSE,FALSE,0,0,FALSE
GA1530007,No Violation,FALSE,FALSE,7.066666667,0.205,FALSE
GA1530021,No Violation,FALSE,FALSE,3.583333333,0,FALSE
GA1570000,No Violation,FALSE,FALSE,,,
GA1570003,No Violation,FALSE,FALSE,6.175,1.5925,FALSE
GA1570117,No Violation,FALSE,FALSE,,,
GA1690002,No Violation,,,,,
GA1750002,No Violation,FALSE,FALSE,19.325,2.9125,FALSE
GA1770068,No Violation,FALSE,FALSE,0,0,FALSE
GA1790000,No Violation,FALSE,FALSE,24.298,0.268475,FALSE
GA1790005,No Violation,FALSE,FALSE,14.75,0,FALSE
GA1790024,No Violation,FALSE,FALSE,0,0.176666667,FALSE
GA1850002,Violation,,FALSE,0,2.563333333,FALSE
GA1890001,No Violation,TRUE,FALSE,7.183333333,5.873333333,FALSE
GA1990005,No Violation,TRUE,FALSE,0,3.775,FALSE
GA2010000,No Violation,FALSE,FALSE,23,0,FALSE
GA2130000,No Violation,FALSE,FALSE,2.675,0.61375,FALSE
GA2150000,No Violation,FALSE,FALSE,17.3,2.42,FALSE
GA2170001,No Violation,FALSE,FALSE,,,
GA2170004,No Violation,FALSE,FALSE,,,
GA2190000,No Violation,FALSE,FALSE,,,
GA2230000,No Violation,FALSE,FALSE,,,
GA2230002,No Violation,FALSE,FALSE,,,
GA2250001,No Violation,FALSE,FALSE,0,0,FALSE
GA2330001,No Violation,FALSE,FALSE,0,0,FALSE
GA2370000,No Violation,FALSE,FALSE,,,
GA2450000,No Violation,FALSE,FALSE,0,2.3475,FALSE
GA2450001,No Violation,FALSE,FALSE,13,0,FALSE
GA2470000,No Violation,FALSE,FALSE,16.325,2.505,FALSE
GA2550000,No Violation,FALSE,FALSE,22,3.2125,FALSE
GA2550036,No Violation,FALSE,FALSE,,,
GA2570001,No Violation,,,0,1.6796,FALSE
GA2610000,No Violation,FALSE,FALSE,25.55,0,FALSE
GA2710004,No Violation,FALSE,FALSE,0,0,FALSE
GA2750005,No Violation,FALSE,FALSE,20.58333333,0,FALSE
GA2770001,No Violation,FALSE,FALSE,0,0,FALSE
GA2790002,No Violation,FALSE,FALSE,36.1,0,FALSE
GA2850001,No Violation,FALSE,FALSE,29.175,2.415,FALSE
GA2910003,No Violation,,,0,1.365,FALSE
GA2910051,No Violation,FALSE,FALSE,0,0,FALSE
GA2930000,Violation,,FALSE,24.65,2.365,FALSE
GA2950002,No Violation,FALSE,FALSE,0,0,FALSE
GA2950003,No Violation,FALSE,FALSE,0,0,FALSE
GA2970001,No Violation,FALSE,FALSE,7.5,2.012,FALSE
GA2970008,No Violation,,,,,
GA2990001,No Violation,FALSE,FALSE,23,0.22,FALSE
GA2990002,No Violation,FALSE,FALSE,0,0,FALSE
GA3050000,No Violation,FALSE,FALSE,31.44,0,FALSE
GA3130000,No Violation,FALSE,FALSE,0,1.0475,FALSE
GU0000003,Uncertain (No TTHM Data),FALSE,FALSE,,,
GU0000006,Uncertain (No TTHM Data),TRUE,FALSE,269.5571429,0.052674419,FALSE
GU0000010,Uncertain (No TTHM Data),TRUE,FALSE,38.25,1.433333333,FALSE
HI0000101,No Violation,FALSE,FALSE,1.5,0,FALSE
HI0000108,No Violation,FALSE,FALSE,43.16666667,0,FALSE
HI0000129,No Violation,FALSE,FALSE,138,0,FALSE
HI0000131,No Violation,FALSE,FALSE,426.8095238,0.066666667,FALSE
HI0000135,No Violation,FALSE,FALSE,233.3333333,0,FALSE
HI0000212,No Violation,FALSE,FALSE,16.975,0.275,FALSE
HI0000213,No Violation,FALSE,FALSE,31.06666667,2.746666667,FALSE
HI0000214,No Violation,FALSE,FALSE,8.2,0,FALSE
HI0000331,No Violation,FALSE,FALSE,251.3008621,0,FALSE
HI0000332,No Violation,TRUE,FALSE,206,0,FALSE
HI0000333,No Violation,FALSE,FALSE,108,0,FALSE
HI0000334,No Violation,TRUE,FALSE,166.5,0,FALSE
HI0000335,No Violation,TRUE,FALSE,316.0681818,0,FALSE
HI0000345,No Violation,FALSE,FALSE,81.85,0,FALSE
HI0000356,No Violation,FALSE,FALSE,,,
HI0000360,No Violation,FALSE,FALSE,425.8333333,0,FALSE
HI0000367,No Violation,TRUE,FALSE,83.76666667,0,FALSE
HI0000400,No Violation,FALSE,FALSE,24.33333333,0.533333333,FALSE
HI0000406,No Violation,FALSE,FALSE,400,0,FALSE
HI0000434,No Violation,FALSE,FALSE,122.2,0,FALSE
IA0400900,No Violation,FALSE,TRUE,31.775,6.125,FALSE
IA0472012,No Violation,FALSE,TRUE,,,
IA0709084,No Violation,FALSE,FALSE,28.92857143,0,FALSE
IA0790074,No Violation,FALSE,FALSE,42.63369231,0,FALSE
IA0819033,No Violation,FALSE,FALSE,29.75,2.2,FALSE
IA0990701,No Violation,FALSE,TRUE,22.5,0,FALSE
IA1178097,No Violation,,,61,1.95,FALSE
IA1400902,No Violation,FALSE,FALSE,10.5,0,FALSE
IA1415072,No Violation,FALSE,TRUE,44.1615,1.20015,FALSE
IA1750048,No Violation,FALSE,FALSE,56,0.55,FALSE
IA2171071,No Violation,FALSE,FALSE,,,
IA2326048,No Violation,FALSE,FALSE,156.4285714,0,FALSE
IA2520098,No Violation,FALSE,FALSE,52.697,0,FALSE
IA2573080,No Violation,FALSE,FALSE,,,
IA2909053,No Violation,FALSE,TRUE,16.75,6.15,FALSE
IA3070078,No Violation,TRUE,FALSE,0,4.75,FALSE
IA3126052,No Violation,,,30.5,1.95,FALSE
IA3342041,No Violation,FALSE,FALSE,0,0,FALSE
IA3430091,No Violation,FALSE,FALSE,19.011,0,FALSE
IA3742004,No Violation,TRUE,FALSE,86.5,3.65,FALSE
IA4364044,No Violation,FALSE,FALSE,29.4685,0,FALSE
IA5059064,No Violation,FALSE,FALSE,30.765,0.55085,FALSE
IA5208071,No Violation,FALSE,FALSE,85,0.55,FALSE
IA5225079,No Violation,FALSE,FALSE,42.75,2.15,FALSE
IA5225101,No Violation,FALSE,FALSE,21.75,3.401,FALSE
IA5252072,No Violation,FALSE,FALSE,120.5,0,FALSE
IA5625062,No Violation,FALSE,FALSE,36.1,0,FALSE
IA5640019,No Violation,TRUE,TRUE,18.5,6.475,FALSE
IA5715093,No Violation,FALSE,TRUE,30.25,2.0375,FALSE
IA5751035,No Violation,FALSE,TRUE,53.75,0,FALSE
IA6171029,No Violation,TRUE,TRUE,13.75,3.4,FALSE
IA6273005,No Violation,FALSE,FALSE,36.5,1.95,FALSE
IA6368033,No Violation,TRUE,FALSE,223.5,0,FALSE
IA6469042,No Violation,FALSE,TRUE,50.15,1.7,FALSE
IA6950075,No Violation,FALSE,FALSE,18.25,0,FALSE
IA7048001,No Violation,FALSE,FALSE,77.83333333,0.5,FALSE
IA7465010,No Violation,FALSE,FALSE,145,2.3,TRUE
IA7707030,No Violation,TRUE,FALSE,67,0,FALSE
IA7709053,No Violation,TRUE,FALSE,,,
IA7720051,No Violation,TRUE,FALSE,,,
IA7727031,No Violation,FALSE,TRUE,19.58333333,1.811111111,FALSE
IA7740011,No Violation,FALSE,FALSE,,,
IA7780042,No Violation,FALSE,FALSE,,,
IA7785007,No Violation,FALSE,FALSE,,,
IA7820080,No Violation,FALSE,TRUE,33,5.1,FALSE
IA8080701,No Violation,,,,,
IA8222001,No Violation,FALSE,TRUE,20,5.90775,FALSE
IA8482096,No Violation,FALSE,FALSE,59,1.25,FALSE
IA8503039,No Violation,FALSE,TRUE,102.5,2.4,TRUE
IA8503528,No Violation,FALSE,TRUE,,,
IA8670701,No Violation,FALSE,FALSE,57.7,0,FALSE
IA9000742,No Violation,FALSE,TRUE,,,
IA9083012,No Violation,FALSE,TRUE,28,3.9,FALSE
IA9133075,No Violation,FALSE,FALSE,143.75,0,FALSE
IA9133701,No Violation,FALSE,TRUE,,,
IA9203007,No Violation,TRUE,FALSE,293.423,0,FALSE
IA9433050,No Violation,FALSE,TRUE,312.5,0.55,FALSE
IA9778054,Violation,,FALSE,62.28571429,3.042857143,FALSE
IA9780059,No Violation,FALSE,FALSE,38.5,1.6,FALSE
IA9855202,No Violation,TRUE,FALSE,10.5,2.3,FALSE
ID1280053,No Violation,FALSE,FALSE,9.255555556,0,FALSE
ID1280147,No Violation,FALSE,FALSE,2.871428571,0,FALSE
ID2290023,No Violation,,,42.97777778,0,FALSE
ID2290042,No Violation,FALSE,FALSE,18,0,FALSE
ID2350014,No Violation,FALSE,FALSE,0,1.6445,FALSE
ID2350015,No Violation,FALSE,FALSE,124.6166667,0,FALSE
ID3140013,No Violation,,FALSE,77.15384615,0.244692308,FALSE
ID3140080,No Violation,FALSE,FALSE,127.65,0,FALSE
ID4010016,No Violation,FALSE,FALSE,0,2.25,FALSE
ID4010066,No Violation,FALSE,FALSE,25.625,0,FALSE
ID4010085,No Violation,FALSE,FALSE,99.81818182,0.454545455,FALSE
ID4010097,No Violation,FALSE,FALSE,87.08823529,0.05,FALSE
ID4010141,No Violation,FALSE,FALSE,160,0,FALSE
ID4200032,No Violation,FALSE,FALSE,59.88888889,0.151111111,FALSE
ID5070028,No Violation,FALSE,FALSE,4.916666667,0,FALSE
ID5160008,No Violation,FALSE,FALSE,86.33333333,0,FALSE
ID5270011,No Violation,FALSE,FALSE,90.79,0,FALSE
ID5420058,No Violation,FALSE,FALSE,137.8333333,1.084333333,FALSE
ID6030008,No Violation,FALSE,FALSE,97.25,0,FALSE
ID6030043,No Violation,FALSE,FALSE,60.16666667,0,FALSE
ID6210007,No Violation,FALSE,FALSE,0,0.425,FALSE
ID7100030,No Violation,,,15,0.1059,FALSE
ID7100039,No Violation,FALSE,FALSE,18.31578947,0,FALSE
IL0010650,No Violation,FALSE,TRUE,39,4.95,FALSE
IL0070150,No Violation,FALSE,FALSE,39.29975,0.25645,FALSE
IL0075050,No Violation,FALSE,FALSE,0,0,FALSE
IL0170150,No Violation,FALSE,TRUE,113.932,2.2853,TRUE
IL0190650,No Violation,FALSE,FALSE,14.75,1.99375,FALSE
IL0195300,No Violation,,,20.625,2.50365625,FALSE
IL0195500,No Violation,,,,,
IL0210600,No Violation,FALSE,FALSE,57.5,4.7,FALSE
IL0290100,No Violation,TRUE,TRUE,72.5,5.65,FALSE
IL0290250,No Violation,FALSE,TRUE,22,4.7,FALSE
IL0310030,No Violation,FALSE,FALSE,,,
IL0310060,No Violation,,,,,
IL0310150,No Violation,,,,,
IL0310210,No Violation,,,,,
IL0310240,No Violation,,,,,
IL0310270,No Violation,FALSE,FALSE,,,
IL0310330,No Violation,FALSE,FALSE,,,
IL0310390,No Violation,,,,,
IL0310450,No Violation,FALSE,FALSE,,,
IL0310480,No Violation,,,,,
IL0310510,No Violation,,,,,
IL0310540,No Violation,,,,,
IL0310600,No Violation,,,,,
IL0310630,No Violation,FALSE,TRUE,,,
IL0310690,No Violation,FALSE,FALSE,,,
IL0310780,No Violation,,,,,
IL0310810,No Violation,FALSE,FALSE,29.375,1.9075,FALSE
IL0310840,No Violation,FALSE,FALSE,,,
IL0310900,No Violation,FALSE,FALSE,,,
IL0310960,No Violation,FALSE,FALSE,,,
IL0311020,No Violation,FALSE,FALSE,,,
IL0311110,No Violation,,,,,
IL0311170,No Violation,FALSE,FALSE,,,
IL0311200,No Violation,FALSE,FALSE,,,
IL0311290,No Violation,FALSE,FALSE,,,
IL0311350,No Violation,FALSE,FALSE,,,
IL0311530,No Violation,FALSE,FALSE,,,
IL0311560,No Violation,FALSE,FALSE,,,
IL0311590,No Violation,,,,,
IL0311620,No Violation,TRUE,FALSE,231.375,0,FALSE
IL0311650,No Violation,FALSE,FALSE,,,
IL0311710,No Violation,FALSE,FALSE,,,
IL0311770,No Violation,,,,,
IL0311800,No Violation,FALSE,FALSE,,,
IL0311830,No Violation,,,,,
IL0311860,No Violation,FALSE,FALSE,,,
IL0311920,No Violation,FALSE,FALSE,,,
IL0311950,No Violation,,,,,
IL0311980,No Violation,,,,,
IL0312010,No Violation,FALSE,FALSE,,,
IL0312040,No Violation,FALSE,FALSE,,,
IL0312070,No Violation,FALSE,FALSE,7.5,1.94175,FALSE
IL0312160,No Violation,FALSE,FALSE,,,
IL0312190,No Violation,FALSE,FALSE,,,
IL0312220,No Violation,FALSE,FALSE,,,
IL0312250,No Violation,FALSE,FALSE,,,
IL0312310,No Violation,FALSE,FALSE,,,
IL0312340,No Violation,FALSE,FALSE,,,
IL0312370,No Violation,FALSE,FALSE,,,
IL0312400,No Violation,FALSE,FALSE,,,
IL0312460,No Violation,FALSE,FALSE,,,
IL0312550,No Violation,FALSE,FALSE,56.66666667,0.2,FALSE
IL0312580,No Violation,FALSE,FALSE,,,
IL0312610,No Violation,FALSE,FALSE,,,
IL0312640,No Violation,FALSE,FALSE,,,
IL0312700,No Violation,FALSE,FALSE,,,
IL0312730,No Violation,FALSE,FALSE,,,
IL0312850,No Violation,FALSE,FALSE,,,
IL0312880,No Violation,FALSE,FALSE,,,
IL0312970,No Violation,,,,,
IL0313000,No Violation,FALSE,FALSE,,,
IL0313060,No Violation,FALSE,FALSE,,,
IL0313150,No Violation,FALSE,FALSE,,,
IL0313300,No Violation,FALSE,FALSE,0,1.925,FALSE
IL0313330,No Violation,FALSE,FALSE,50,1.8855,FALSE
IL0313360,No Violation,FALSE,FALSE,,,
IL0314030,No Violation,FALSE,FALSE,,,
IL0314120,No Violation,FALSE,FALSE,,,
IL0314180,No Violation,FALSE,FALSE,,,
IL0314400,No Violation,FALSE,FALSE,,,
IL0314480,No Violation,FALSE,FALSE,,,
IL0314710,No Violation,FALSE,FALSE,,,
IL0314740,No Violation,FALSE,FALSE,69.3,1.268888889,FALSE
IL0314890,No Violation,FALSE,FALSE,,,
IL0314910,No Violation,FALSE,FALSE,,,
IL0314970,No Violation,FALSE,FALSE,,,
IL0315150,No Violation,FALSE,FALSE,,,
IL0315350,No Violation,FALSE,FALSE,,,
IL0315820,No Violation,,,,,
IL0315880,No Violation,,,,,
IL0316000,No Violation,FALSE,FALSE,32.5125,1.855,FALSE
IL0317370,No Violation,,,,,
IL0335030,No Violation,FALSE,FALSE,135,0.841,FALSE
IL0370100,No Violation,TRUE,FALSE,34.72222222,0.643444444,FALSE
IL0370550,No Violation,FALSE,FALSE,0,0.86175,FALSE
IL0415030,No Violation,FALSE,TRUE,,,
IL0430050,No Violation,FALSE,FALSE,,,
IL0430060,No Violation,FALSE,FALSE,,,
IL0430100,No Violation,FALSE,FALSE,,,
IL0430200,No Violation,FALSE,FALSE,,,
IL0430270,No Violation,FALSE,FALSE,,,
IL0430300,No Violation,FALSE,FALSE,,,
IL0430350,No Violation,FALSE,FALSE,,,
IL0430400,No Violation,FALSE,FALSE,,,
IL0430450,No Violation,FALSE,FALSE,,,
IL0430551,No Violation,FALSE,FALSE,,,
IL0430552,No Violation,FALSE,FALSE,,,
IL0430600,No Violation,FALSE,FALSE,,,
IL0430700,No Violation,FALSE,FALSE,,,
IL0430800,No Violation,FALSE,FALSE,,,
IL0430833,No Violation,,,68.75,1.56975,FALSE
IL0430900,No Violation,FALSE,FALSE,52.5,0.678125,FALSE
IL0430950,No Violation,FALSE,FALSE,,,
IL0431050,No Violation,FALSE,FALSE,,,
IL0431200,No Violation,FALSE,FALSE,,,
IL0431250,No Violation,FALSE,FALSE,,,
IL0434140,No Violation,FALSE,FALSE,,,
IL0434190,No Violation,FALSE,FALSE,,,
IL0434520,No Violation,FALSE,FALSE,,,
IL0434670,No Violation,FALSE,FALSE,,,
IL0434820,No Violation,FALSE,FALSE,,,
IL0490250,No Violation,FALSE,TRUE,28.25,4.975,FALSE
IL0550700,No Violation,FALSE,FALSE,,,
IL0570250,No Violation,FALSE,TRUE,147.5,3.465,TRUE
IL0630550,No Violation,TRUE,FALSE,288,0,FALSE
IL0630600,No Violation,FALSE,FALSE,315,0,FALSE
IL0710010,No Violation,FALSE,FALSE,39.0665,0.563475,FALSE
IL0730650,No Violation,FALSE,FALSE,2287.5,0,FALSE
IL0770150,No Violation,TRUE,TRUE,27.5,5.35,FALSE
IL0770500,No Violation,,,,,
IL0790010,Violation,,TRUE,50,3.675,FALSE
IL0810010,No Violation,TRUE,TRUE,,,
IL0810300,No Violation,FALSE,TRUE,,,
IL0835300,No Violation,FALSE,TRUE,,,
IL0850500,No Violation,FALSE,FALSE,0,0,FALSE
IL0890200,No Violation,TRUE,FALSE,254.125,0.355,FALSE
IL0890350,No Violation,FALSE,FALSE,61.11111111,,FALSE
IL0890600,No Violation,FALSE,TRUE,58.75,0,FALSE
IL0890800,No Violation,TRUE,FALSE,62.10526316,1.015789474,FALSE
IL0890850,No Violation,,,118.1666667,0.233333333,FALSE
IL0894070,No Violation,FALSE,TRUE,63.85,5.4925,FALSE
IL0894130,No Violation,FALSE,FALSE,52.5,0.724,FALSE
IL0894380,No Violation,TRUE,TRUE,45,6.2165,FALSE
IL0894830,No Violation,TRUE,FALSE,104.2857143,0.15,FALSE
IL0910020,No Violation,FALSE,FALSE,5.927,3.245075,FALSE
IL0915030,No Violation,FALSE,TRUE,77.5,5.2,FALSE
IL0930150,No Violation,FALSE,TRUE,50.625,0,FALSE
IL0930200,No Violation,FALSE,FALSE,103.3333333,0.683333333,FALSE
IL0930250,No Violation,,,33.75,0,FALSE
IL0950200,No Violation,FALSE,FALSE,57.5,1.5,FALSE
IL0970050,No Violation,FALSE,TRUE,51.22222222,1.0975,FALSE
IL0970250,No Violation,,,,,
IL0970350,No Violation,FALSE,FALSE,,,
IL0970500,No Violation,FALSE,FALSE,30,2.32125,FALSE
IL0970800,No Violation,FALSE,FALSE,20,2,FALSE
IL0970850,No Violation,TRUE,FALSE,38,0,FALSE
IL0970900,No Violation,TRUE,FALSE,,,
IL0971000,No Violation,FALSE,FALSE,81.66666667,1.416666667,FALSE
IL0971150,No Violation,FALSE,FALSE,,,
IL0971250,No Violation,FALSE,FALSE,31,2.025,FALSE
IL0971500,No Violation,FALSE,FALSE,,,
IL0971550,No Violation,,,,,
IL0971750,No Violation,TRUE,FALSE,,,
IL0971850,No Violation,FALSE,FALSE,,,
IL0971900,No Violation,FALSE,FALSE,0,2.05,FALSE
IL0972000,No Violation,FALSE,FALSE,,,
IL0974080,No Violation,FALSE,TRUE,118.5714286,1.271428571,FALSE
IL0974340,No Violation,FALSE,FALSE,,,
IL0975227,No Violation,FALSE,FALSE,17.5,1.95,FALSE
IL0975615,No Violation,FALSE,FALSE,,,
IL0977350,No Violation,TRUE,FALSE,,,
IL0990800,No Violation,FALSE,FALSE,1235,0,FALSE
IL0990850,No Violation,FALSE,FALSE,1006.5,0,FALSE
IL0995030,No Violation,FALSE,TRUE,25,3.04975,FALSE
IL1030200,No Violation,FALSE,FALSE,14.28571429,0.192857143,FALSE
IL1050550,No Violation,FALSE,FALSE,2305.61,0,FALSE
IL1055030,No Violation,FALSE,TRUE,40,3.4515,FALSE
IL1075030,No Violation,FALSE,FALSE,38.63636364,1.492454545,FALSE
IL1090350,No Violation,FALSE,FALSE,78.5,4.375,FALSE
IL1110050,No Violation,,,177.0588235,1.747058824,FALSE
IL1110100,No Violation,FALSE,FALSE,171.6666667,0.288888889,FALSE
IL1110150,No Violation,FALSE,FALSE,78.68181818,1.133454545,FALSE
IL1110350,No Violation,FALSE,FALSE,50.7,0.103,FALSE
IL1110400,No Violation,FALSE,FALSE,5.625,1.33125,FALSE
IL1110600,No Violation,FALSE,FALSE,93.75,0.99375,FALSE
IL1110950,No Violation,FALSE,FALSE,81.66666667,1.775,FALSE
IL1130200,No Violation,FALSE,TRUE,44.675,3.875,FALSE
IL1130900,No Violation,FALSE,TRUE,160.962963,3.492592593,TRUE
IL1150150,No Violation,FALSE,FALSE,7.5,3.39025,FALSE
IL1175100,No Violation,FALSE,TRUE,,,
IL1190150,No Violation,,,214.2857143,0,FALSE
IL1190250,No Violation,TRUE,FALSE,90.55555556,0.183333333,FALSE
IL1190300,No Violation,FALSE,FALSE,,,
IL1191000,No Violation,FALSE,FALSE,122.5,1.248375,FALSE
IL1191150,No Violation,,,97.77777778,2.533333333,FALSE
IL1194280,No Violation,FALSE,FALSE,132.8333333,0.491666667,FALSE
IL1195030,No Violation,FALSE,TRUE,30,5.00875,FALSE
IL1195150,No Violation,,,42.5,5.14625,FALSE
IL1195220,No Violation,FALSE,TRUE,,,
IL1214220,No Violation,,,58.25,5.225,FALSE
IL1310050,No Violation,FALSE,FALSE,35.7595,0,FALSE
IL1330300,No Violation,FALSE,FALSE,,,
IL1350400,No Violation,TRUE,TRUE,50.78975,5.7917,FALSE
IL1370200,No Violation,FALSE,FALSE,65,2.05,FALSE
IL1390300,No Violation,FALSE,FALSE,72.696,2.939,FALSE
IL1410100,No Violation,FALSE,FALSE,13.0925,0,FALSE
IL1410450,No Violation,FALSE,FALSE,10.04966667,0,FALSE
IL1430080,Uncertain (No TTHM Data),FALSE,FALSE,2830.955,0,FALSE
IL1435030,No Violation,FALSE,TRUE,52.5,4.57625,FALSE
IL1490050,No Violation,TRUE,FALSE,34.8815,0,FALSE
IL1570400,No Violation,FALSE,FALSE,,,
IL1570600,No Violation,FALSE,TRUE,27.08875,6.2394,FALSE
IL1610100,No Violation,FALSE,FALSE,496.1186667,1.2529,FALSE
IL1610250,No Violation,FALSE,TRUE,47.75,7.2,FALSE
IL1610450,No Violation,FALSE,TRUE,17.5,6.33975,FALSE
IL1610650,No Violation,FALSE,TRUE,31.5,6,FALSE
IL1614260,No Violation,FALSE,FALSE,47.81583333,1.794783333,FALSE
IL1630250,Violation,,,,,
IL1631100,No Violation,FALSE,FALSE,,,
IL1635030,No Violation,FALSE,TRUE,,,
IL1635040,No Violation,FALSE,TRUE,32.5,5.2725,FALSE
IL1670300,No Violation,FALSE,FALSE,,,
IL1671200,No Violation,FALSE,TRUE,36.4,3.646666667,FALSE
IL1770200,No Violation,FALSE,FALSE,145,0.6875,FALSE
IL1790200,No Violation,,,99.77272727,1.440909091,FALSE
IL1790500,No Violation,TRUE,TRUE,127.125,4.91875,TRUE
IL1790750,No Violation,TRUE,FALSE,34,1.65,FALSE
IL1795040,No Violation,FALSE,FALSE,77.85714286,0.075571429,FALSE
IL1835120,No Violation,FALSE,TRUE,49.75,3.8,FALSE
IL1895600,No Violation,FALSE,TRUE,,,
IL1915100,No Violation,TRUE,TRUE,,,
IL1955040,No Violation,TRUE,FALSE,148.5714286,0.524928571,FALSE
IL1970100,No Violation,FALSE,FALSE,,,
IL1970250,No Violation,,,75,1.32525,FALSE
IL1970400,No Violation,FALSE,FALSE,36.66666667,1.447111111,FALSE
IL1970450,No Violation,FALSE,TRUE,198,0.453846154,FALSE
IL1970500,No Violation,,,56,1.2822,FALSE
IL1970600,No Violation,FALSE,FALSE,,,
IL1970700,No Violation,FALSE,FALSE,,,
IL1970800,No Violation,FALSE,FALSE,,,
IL1970900,No Violation,TRUE,FALSE,117.826087,,FALSE
IL1974151,No Violation,FALSE,FALSE,,,
IL1975080,No Violation,TRUE,FALSE,71.66666667,1.109,FALSE
IL1990400,No Violation,,,,,
IL1990550,No Violation,FALSE,TRUE,,,
IL1995200,No Violation,FALSE,TRUE,37.25,4.05,FALSE
IL2010150,No Violation,FALSE,FALSE,43.33333333,0,FALSE
IL2010250,No Violation,FALSE,FALSE,0,0,FALSE
IL2010300,No Violation,FALSE,FALSE,21.79628571,0,FALSE
IL2010450,No Violation,FALSE,FALSE,,,
IL2015500,No Violation,FALSE,FALSE,99.625,0,FALSE
IL3152850,Uncertain (No TTHM Data),FALSE,FALSE,44.206,0,FALSE
IN2640883,Uncertain (No TTHM Data),FALSE,FALSE,47.962,0.5993,FALSE
IN5201002,Uncertain (No TTHM Data),TRUE,FALSE,97.75,1.4,FALSE
IN5202009,Uncertain (No TTHM Data),FALSE,TRUE,,,
IN5202020,Uncertain (No TTHM Data),FALSE,FALSE,33.85,8.5175,FALSE
IN5203002,Uncertain (No TTHM Data),FALSE,FALSE,31.9,0,FALSE
IN5203004,Uncertain (No TTHM Data),FALSE,FALSE,0,0.625,FALSE
IN5206003,Uncertain (No TTHM Data),FALSE,TRUE,65.375,4.485,FALSE
IN5207001,Uncertain (No TTHM Data),FALSE,FALSE,44.15,1.18,FALSE
IN5209012,Uncertain (No TTHM Data),FALSE,FALSE,55.2,0,FALSE
IN5210002,Uncertain (No TTHM Data),FALSE,TRUE,0,4.08,FALSE
IN5210005,Uncertain (No TTHM Data),FALSE,FALSE,40,1.205,FALSE
IN5210010,Uncertain (No TTHM Data),,,67,0.535,FALSE
IN5210011,Uncertain (No TTHM Data),FALSE,FALSE,,,
IN5210016,Uncertain (No TTHM Data),FALSE,FALSE,75.4,0,FALSE
IN5211001,Uncertain (No TTHM Data),FALSE,FALSE,0,0,FALSE
IN5212003,Uncertain (No TTHM Data),FALSE,FALSE,49.9,0.82,FALSE
IN5214007,Uncertain (No TTHM Data),FALSE,FALSE,35.85,0,FALSE
IN5216002,Uncertain (No TTHM Data),FALSE,FALSE,22.7,2.89,FALSE
IN5217001,Uncertain (No TTHM Data),FALSE,FALSE,15.625,1.2375,FALSE
IN5218012,Uncertain (No TTHM Data),FALSE,TRUE,20,3.44325,FALSE
IN5219009,Uncertain (No TTHM Data),FALSE,FALSE,0,3.2,FALSE
